ticket_id,team_id,ticket_date,resolution_date,client_id
5054,1,2023-03-03,2023-03-16,672
5055,1,2023-10-12,2023-10-22,516
5056,1,2023-07-14,2023-08-04,165
5057,3,2023-08-24,2023-09-20,518
5058,2,2023-12-07,2024-01-03,806
5059,3,2023-11-09,2023-11-30,476
5060,2,2023-06-09,2023-06-28,94
5061,2,2023-01-18,2023-02-08,976
5062,1,2023-12-06,2024-01-05,630
5063,1,2023-01-21,2023-02-06,702
5064,1,2023-09-12,2023-10-03,308
5065,2,2023-10-30,2023-11-23,828
5066,1,2023-04-26,2023-05-08,814
5067,2,2023-06-03,2023-06-05,821
5068,3,2023-04-28,2023-05-22,155
5069,2,2023-04-05,2023-04-26,145
5070,1,2023-01-25,,846
5071,2,2023-10-19,,201
5072,2,2023-06-22,2023-07-17,354
5073,2,2023-04-05,2023-04-12,946
5074,2,2023-07-02,2023-07-08,624
5075,3,2023-05-22,2023-06-07,234
5076,3,2023-04-14,2023-05-11,940
5077,3,2023-07-22,2023-07-23,319
5078,1,2023-08-07,2023-08-17,711
5079,2,2023-10-27,2023-11-14,841
5080,2,2023-06-22,2023-07-22,940
5081,2,2023-04-18,2023-05-02,137
5082,2,2023-03-05,2023-03-29,977
5083,3,2023-05-18,2023-06-13,659
5084,3,2023-02-12,,813
5085,3,2023-06-08,2023-07-01,373
5086,1,2023-09-18,2023-10-10,932
5087,2,2023-12-04,2023-12-11,66
5088,3,2023-04-26,2023-05-20,922
5089,1,2023-08-02,2023-08-06,472
5090,2,2023-11-12,2023-11-20,533
5091,1,2023-03-09,,976
5092,3,2023-01-24,2023-02-07,810
5093,3,2023-02-15,2023-03-14,64
5094,1,2023-05-24,2023-06-15,582
5095,2,2023-05-21,2023-06-04,167
5096,3,2023-01-13,,834
5097,1,2023-05-13,2023-05-15,965
5098,1,2023-11-10,2023-11-18,313
5099,1,2023-03-18,2023-04-01,868
5100,3,2023-10-10,2023-10-17,235
5101,3,2023-07-31,2023-08-21,587
5102,3,2023-02-11,2023-02-22,152
5103,1,2023-09-08,2023-09-30,406
5104,2,2023-02-15,2023-03-05,317
5105,2,2023-06-11,2023-06-24,459
5106,3,2023-10-16,2023-11-14,72
5107,1,2023-01-02,2023-01-04,304
5108,1,2023-06-16,2023-06-22,229
5109,1,2023-03-02,2023-03-10,954
5110,1,2023-06-12,2023-06-22,38
5111,3,2023-03-27,2023-04-24,580
5112,2,2023-08-17,2023-09-09,692
5113,3,2023-09-13,2023-10-10,345
5114,3,2023-11-13,2023-12-01,794
5115,1,2023-03-22,2023-04-16,445
5116,2,2023-09-05,2023-10-05,62
5117,1,2023-02-16,2023-02-22,394
5118,2,2023-06-18,2023-07-06,711
5119,3,2023-04-24,2023-05-09,865
5120,2,2023-03-08,2023-03-11,16
5121,3,2023-11-26,2023-12-22,149
5122,3,2023-05-11,,982
5123,2,2023-09-25,2023-09-29,637
5124,2,2023-12-23,,955
5125,3,2023-09-21,2023-10-06,547
5126,3,2023-06-12,2023-07-06,243
5127,2,2023-11-27,2023-12-14,277
5128,3,2023-12-15,2023-12-26,786
5129,3,2023-12-18,2024-01-02,271
5130,1,2023-07-11,2023-07-16,899
5131,1,2023-12-30,2024-01-02,373
5132,1,2023-09-05,2023-09-29,402
5133,2,2023-06-04,2023-06-10,342
5134,1,2023-11-20,2023-11-30,386
5135,1,2023-03-01,2023-03-19,553
5136,1,2023-07-04,2023-07-15,86
5137,2,2023-08-14,2023-08-23,181
5138,2,2023-09-16,2023-10-07,762
5139,3,2023-12-31,,54
5140,2,2023-01-01,2023-01-18,72
5141,2,2023-11-05,2023-11-11,180
5142,1,2023-11-05,2023-11-09,495
5143,1,2023-02-11,2023-02-28,794
5144,3,2023-04-29,2023-05-19,133
5145,2,2023-11-02,2023-11-06,893
5146,1,2023-10-01,2023-10-21,592
5147,3,2023-07-27,,416
5148,3,2023-03-08,2023-03-14,692
5149,2,2023-07-30,2023-08-10,228
5150,2,2023-06-21,,742
5151,1,2023-08-21,2023-09-14,850
5152,2,2023-09-12,2023-09-25,74
5153,3,2023-07-15,2023-08-03,672
5154,3,2023-12-14,2023-12-24,511
5155,3,2023-04-19,2023-05-15,235
5156,3,2023-10-31,2023-11-09,166
5157,2,2023-11-13,2023-11-28,148
5158,3,2023-09-17,2023-09-21,213
5159,3,2023-07-09,2023-08-03,427
5160,2,2023-03-12,2023-03-24,591
5161,2,2023-01-09,2023-01-19,160
5162,3,2023-04-12,2023-05-12,719
5163,1,2023-01-25,2023-02-13,583
5164,1,2023-12-11,2023-12-19,198
5165,3,2023-09-17,2023-10-05,203
5166,2,2023-03-27,2023-04-24,940
5167,1,2023-02-25,2023-02-26,891
5168,3,2023-01-23,2023-02-18,683
5169,1,2023-01-20,2023-01-22,610
5170,3,2023-08-21,2023-08-24,45
5171,2,2023-05-14,2023-05-27,2
5172,3,2023-02-23,2023-02-27,510
5173,2,2023-07-10,2023-08-08,269
5174,2,2023-09-03,2023-09-07,891
5175,3,2023-09-18,2023-10-08,43
5176,2,2023-08-09,2023-09-03,754
5177,2,2023-12-14,2023-12-17,730
5178,1,2023-08-01,,197
5179,3,2023-09-24,2023-10-22,814
5180,2,2023-11-12,2023-12-11,949
5181,1,2023-07-01,2023-07-25,350
5182,2,2023-01-05,2023-01-17,325
5183,1,2023-09-18,2023-09-29,361
5184,1,2023-11-17,2023-12-09,780
5185,1,2023-02-24,2023-03-05,59
5186,3,2023-02-26,2023-03-24,619
5187,1,2023-05-10,2023-05-14,872
5188,1,2023-04-04,2023-04-17,571
5189,2,2023-12-13,2023-12-27,52
5190,1,2023-06-09,2023-06-21,499
5191,2,2023-03-18,2023-04-14,178
5192,1,2023-12-25,,355
5193,3,2023-07-02,2023-07-18,144
5194,2,2023-12-27,2024-01-14,51
5195,1,2023-04-12,2023-05-11,754
5196,3,2023-12-24,2023-12-29,972
5197,2,2023-12-22,2023-12-26,452
5198,2,2023-01-14,2023-02-12,506
5199,2,2023-06-04,,167
5200,1,2023-07-16,2023-07-22,703
5201,3,2023-05-02,2023-05-09,549
5202,2,2023-12-14,2023-12-23,856
5203,2,2023-04-08,2023-05-03,399
5204,1,2023-04-22,2023-05-19,862
5205,3,2023-08-19,2023-09-18,827
5206,3,2023-12-04,2023-12-15,958
5207,1,2023-05-18,2023-05-23,482
5208,3,2023-01-01,,689
5209,1,2023-11-22,2023-12-18,982
5210,3,2023-07-22,2023-07-25,415
5211,1,2023-03-01,2023-03-08,536
5212,1,2023-05-05,2023-05-17,948
5213,2,2023-10-21,2023-11-04,77
5214,3,2023-01-16,2023-01-28,899
5215,1,2023-06-02,2023-06-05,797
5216,2,2023-08-04,2023-08-19,685
5217,3,2023-02-18,2023-02-25,222
5218,3,2023-02-05,2023-02-11,768
5219,3,2023-02-07,2023-03-06,400
5220,1,2023-11-19,,624
5221,2,2023-01-07,2023-01-27,280
5222,3,2023-01-18,2023-02-12,230
5223,1,2023-03-26,2023-04-11,293
5224,2,2023-04-29,2023-05-24,111
5225,2,2023-01-31,2023-02-05,120
5226,1,2023-06-04,2023-06-06,424
5227,2,2023-10-17,2023-11-15,851
5228,1,2023-03-18,2023-04-04,309
5229,3,2023-04-03,2023-04-25,521
5230,1,2023-08-20,2023-09-04,217
5231,3,2023-12-11,2023-12-20,417
5232,2,2023-08-25,2023-09-15,545
5233,1,2023-07-26,,531
5234,2,2023-07-16,2023-07-22,815
5235,2,2023-01-05,2023-01-09,712
5236,3,2023-05-14,2023-06-08,701
5237,2,2023-09-04,2023-09-05,473
5238,1,2023-06-10,2023-06-26,108
5239,2,2023-03-27,2023-04-14,603
5240,1,2023-04-08,2023-04-12,70
5241,2,2023-02-16,2023-02-26,951
5242,3,2023-10-29,2023-11-04,499
5243,1,2023-09-09,2023-09-27,907
5244,3,2023-05-16,2023-05-22,295
5245,1,2023-10-20,2023-10-31,571
5246,1,2023-11-12,2023-12-11,278
5247,3,2023-10-11,2023-11-01,466
5248,1,2023-03-12,2023-03-18,29
5249,2,2023-06-08,2023-06-28,157
5250,1,2023-06-03,2023-06-22,263
5251,2,2023-04-27,2023-05-14,748
5252,1,2023-10-14,2023-11-06,328
5253,2,2023-05-13,2023-06-01,824
5254,2,2023-06-24,2023-07-02,629
5255,1,2023-03-25,2023-04-02,157
5256,2,2023-02-16,2023-02-27,508
5257,2,2023-01-08,2023-01-10,762
5258,3,2023-05-21,2023-06-09,792
5259,1,2023-02-06,2023-02-22,671
5260,3,2023-04-07,2023-04-30,141
5261,1,2023-07-06,2023-07-29,465
5262,3,2023-09-06,2023-09-14,82
5263,3,2023-07-13,2023-08-01,370
5264,3,2023-02-27,2023-03-18,283
5265,2,2023-12-18,2023-12-30,233
5266,2,2023-10-25,2023-11-14,778
5267,1,2023-07-06,,999
5268,2,2023-09-22,2023-09-24,901
5269,1,2023-01-16,2023-02-14,584
5270,2,2023-01-29,2023-02-12,667
5271,1,2023-04-28,2023-05-05,287
5272,3,2023-03-30,2023-04-06,640
5273,1,2023-08-05,2023-08-18,352
5274,3,2023-06-09,2023-06-16,352
5275,2,2023-01-31,2023-02-15,486
5276,3,2023-01-31,,24
5277,1,2023-11-12,2023-11-13,695
5278,3,2023-11-09,2023-11-16,3
5279,1,2023-05-26,2023-06-12,497
5280,1,2023-11-09,2023-11-12,336
5281,1,2023-06-16,2023-07-11,637
5282,3,2023-11-28,2023-12-09,587
5283,1,2023-02-15,2023-02-23,474
5284,2,2023-12-21,2023-12-23,121
5285,3,2023-01-17,2023-01-19,66
5286,3,2023-02-06,2023-02-14,559
5287,3,2023-06-24,2023-07-22,177
5288,2,2023-01-22,2023-02-03,183
5289,2,2023-03-25,,179
5290,2,2023-06-15,,218
5291,1,2023-03-12,2023-04-08,738
5292,2,2023-05-21,2023-06-11,743
5293,3,2023-05-17,2023-05-19,356
5294,2,2023-06-04,2023-06-20,380
5295,2,2023-09-29,2023-10-17,503
5296,2,2023-06-11,2023-06-20,359
5297,2,2023-01-19,,759
5298,1,2023-11-17,2023-12-07,391
5299,1,2023-04-07,2023-04-28,743
5300,3,2023-02-28,2023-03-08,69
5301,2,2023-07-11,2023-07-24,391
5302,2,2023-05-17,2023-06-15,451
5303,2,2023-05-04,2023-05-17,884
5304,1,2023-08-01,2023-08-04,474
5305,2,2023-05-24,2023-06-08,583
5306,1,2023-09-11,2023-09-25,742
5307,2,2023-10-18,2023-11-14,4
5308,2,2023-02-09,2023-03-04,220
5309,2,2023-11-22,2023-12-07,647
5310,3,2023-02-15,2023-02-28,117
5311,1,2023-06-12,2023-06-28,714
5312,2,2023-07-17,2023-07-31,210
5313,3,2023-05-14,2023-06-09,206
5314,1,2023-07-31,2023-08-19,30
5315,1,2023-07-25,2023-08-21,512
5316,3,2023-03-10,2023-03-26,145
5317,2,2023-10-29,,231
5318,3,2023-12-06,2023-12-20,550
5319,1,2023-07-29,,71
5320,2,2023-07-26,2023-08-03,86
5321,1,2023-01-19,2023-02-16,426
5322,1,2023-05-15,2023-05-22,329
5323,3,2023-03-14,2023-03-16,632
5324,2,2023-01-21,2023-01-22,734
5325,3,2023-05-29,2023-06-17,243
5326,2,2023-05-17,2023-06-06,64
5327,2,2023-10-14,2023-11-05,322
5328,2,2023-04-03,2023-04-05,466
5329,3,2023-08-27,2023-09-12,48
5330,2,2023-02-23,2023-03-16,946
5331,2,2023-09-03,2023-09-12,554
5332,3,2023-01-10,2023-01-26,171
5333,1,2023-02-18,2023-03-04,597
5334,3,2023-05-21,2023-06-06,366
5335,3,2023-10-25,2023-11-10,730
5336,3,2023-06-16,,777
5337,1,2023-02-11,2023-02-12,892
5338,2,2023-02-25,2023-02-28,774
5339,1,2023-12-17,2023-12-28,80
5340,1,2023-03-27,2023-04-15,923
5341,1,2023-08-28,2023-09-25,890
5342,2,2023-08-20,2023-09-11,371
5343,1,2023-12-13,2023-12-31,580
5344,1,2023-08-24,2023-09-19,691
5345,1,2023-07-10,2023-08-01,316
5346,1,2023-04-04,2023-04-20,242
5347,2,2023-01-01,2023-01-06,274
5348,3,2023-06-07,2023-06-18,233
5349,1,2023-04-05,2023-05-01,633
5350,1,2023-11-16,2023-12-11,834
5351,1,2023-11-19,2023-11-24,930
5352,1,2023-12-06,2023-12-17,936
5353,2,2023-06-07,2023-06-22,243
5354,3,2023-02-07,2023-02-10,385
5355,1,2023-04-05,2023-04-14,87
5356,3,2023-07-22,,282
5357,3,2023-03-02,2023-03-29,533
5358,1,2023-06-05,2023-06-26,989
5359,3,2023-11-15,2023-11-29,339
5360,2,2023-08-13,2023-09-01,518
5361,3,2023-06-03,2023-06-21,306
5362,3,2023-02-07,2023-02-24,681
5363,3,2023-05-11,2023-05-24,670
5364,3,2023-12-14,2024-01-01,524
5365,3,2023-11-10,2023-11-12,456
5366,2,2023-11-28,2023-11-29,300
5367,2,2023-01-15,2023-02-10,421
5368,3,2023-05-29,2023-06-22,429
5369,2,2023-10-09,2023-11-01,282
5370,3,2023-05-02,2023-05-09,337
5371,2,2023-09-23,2023-10-13,412
5372,2,2023-10-06,2023-10-08,62
5373,2,2023-10-03,2023-10-21,95
5374,3,2023-09-09,2023-09-14,711
5375,2,2023-09-17,2023-09-25,196
5376,3,2023-06-12,2023-06-24,539
5377,1,2023-04-10,2023-04-13,281
5378,1,2023-12-07,2023-12-28,76
5379,3,2023-05-11,2023-05-14,36
5380,3,2023-09-07,2023-09-20,26
5381,1,2023-07-08,2023-08-07,747
5382,3,2023-03-19,2023-04-15,965
5383,1,2023-01-18,2023-02-01,539
5384,3,2023-04-24,2023-05-18,293
5385,3,2023-12-18,,435
5386,2,2023-01-30,,14
5387,3,2023-09-06,2023-09-21,700
5388,1,2023-07-25,2023-08-10,247
5389,1,2023-07-19,2023-08-05,781
5390,1,2023-10-13,2023-11-12,852
5391,2,2023-08-22,2023-09-05,319
5392,3,2023-09-25,2023-10-18,191
5393,1,2023-03-24,2023-04-14,623
5394,2,2023-12-14,2024-01-03,139
5395,3,2023-02-02,2023-02-25,67
5396,1,2023-05-30,2023-06-29,175
5397,1,2023-12-31,2024-01-09,640
5398,2,2023-09-08,2023-09-25,81
5399,2,2023-08-30,2023-09-06,337
5400,1,2023-08-12,,797
5401,3,2023-05-06,2023-05-22,97
5402,2,2023-05-03,2023-05-08,275
5403,3,2023-01-30,2023-02-28,789
5404,1,2023-03-26,2023-04-05,405
5405,3,2023-02-22,2023-02-25,254
5406,1,2023-11-10,2023-11-24,738
5407,2,2023-09-18,2023-09-28,638
5408,2,2023-06-30,2023-07-11,270
5409,3,2023-11-10,2023-11-30,760
5410,2,2023-12-13,2024-01-01,474
5411,3,2023-12-29,2024-01-13,936
5412,3,2023-11-06,,500
5413,2,2023-01-09,2023-01-19,10
5414,1,2023-01-24,2023-02-05,902
5415,1,2023-12-12,2024-01-02,852
5416,3,2023-08-13,2023-08-28,88
5417,2,2023-11-07,2023-11-27,173
5418,2,2023-09-13,2023-10-11,682
5419,1,2023-08-02,2023-08-14,254
5420,2,2023-10-05,,137
5421,3,2023-01-16,2023-02-10,674
5422,1,2023-03-20,2023-04-11,815
5423,1,2023-10-05,2023-10-17,888
5424,2,2023-01-12,2023-01-28,285
5425,2,2023-03-09,2023-03-29,916
5426,3,2023-11-25,2023-12-02,560
5427,3,2023-11-11,2023-11-30,473
5428,3,2023-11-22,2023-12-17,120
5429,3,2023-05-03,2023-05-16,557
5430,2,2023-12-26,2024-01-13,451
5431,3,2023-01-18,2023-01-20,793
5432,3,2023-07-23,2023-08-04,653
5433,2,2023-10-03,2023-10-21,16
5434,2,2023-09-04,2023-09-13,965
5435,3,2023-07-13,2023-07-31,514
5436,2,2023-07-15,2023-08-08,959
5437,1,2023-11-28,2023-12-12,423
5438,2,2023-10-18,2023-11-16,669
5439,2,2023-06-06,2023-06-19,909
5440,1,2023-08-01,2023-08-16,467
5441,2,2023-03-14,2023-03-23,472
5442,3,2023-09-21,2023-10-16,586
5443,3,2023-08-08,2023-08-27,657
5444,3,2023-05-31,2023-06-04,969
5445,2,2023-04-14,2023-05-03,161
5446,2,2023-08-08,2023-09-03,356
5447,1,2023-07-12,2023-08-10,443
5448,1,2023-06-27,2023-07-14,325
5449,1,2023-10-20,2023-10-27,241
5450,2,2023-06-05,2023-06-22,899
5451,2,2023-10-01,2023-10-28,669
5452,1,2023-07-13,,799
5453,2,2023-11-21,2023-12-04,644
5454,3,2023-10-15,2023-11-06,458
5455,2,2023-09-25,2023-10-04,198
5456,2,2023-09-01,2023-09-27,854
5457,3,2023-12-31,2024-01-29,593
5458,1,2023-03-31,2023-04-14,645
5459,1,2023-12-09,2023-12-21,729
5460,3,2023-02-19,2023-02-27,57
5461,1,2023-07-15,,848
5462,1,2023-09-16,2023-10-05,966
5463,2,2023-07-06,2023-07-16,903
5464,1,2023-10-13,2023-11-04,233
5465,3,2023-04-15,,295
5466,2,2023-06-16,2023-06-30,596
5467,1,2023-09-30,2023-10-29,822
5468,1,2023-07-31,2023-08-19,868
5469,3,2023-04-24,2023-05-12,386
5470,1,2023-01-12,,966
5471,2,2023-08-27,2023-09-05,40
5472,3,2023-11-07,2023-11-10,283
5473,2,2023-04-20,2023-04-25,511
5474,2,2023-01-17,2023-01-26,621
5475,1,2023-11-06,,658
5476,2,2023-02-12,2023-02-19,376
5477,3,2023-09-10,2023-09-30,705
5478,3,2023-01-22,2023-02-15,605
5479,3,2023-07-31,2023-08-09,626
5480,1,2023-07-19,,309
5481,2,2023-09-29,2023-10-02,47
5482,2,2023-07-03,2023-07-15,542
5483,3,2023-09-09,2023-09-28,729
5484,1,2023-04-12,2023-04-19,917
5485,3,2023-11-29,2023-12-07,966
5486,2,2023-01-16,,460
5487,3,2023-12-10,,586
5488,1,2023-02-11,,716
5489,3,2023-09-27,2023-10-04,144
5490,2,2023-07-09,2023-08-08,735
5491,1,2023-04-26,2023-05-21,333
5492,1,2023-02-18,2023-02-25,963
5493,1,2023-12-20,2024-01-06,81
5494,3,2023-11-05,,933
5495,1,2023-04-13,2023-04-18,160
5496,2,2023-08-07,2023-08-13,954
5497,1,2023-07-17,2023-07-26,825
5498,1,2023-03-03,2023-03-23,933
5499,3,2023-05-08,2023-05-12,173
5500,3,2023-11-25,2023-12-04,189
5501,1,2023-03-12,2023-04-07,151
5502,3,2023-05-26,2023-06-01,54
5503,2,2023-01-01,2023-01-27,457
5504,2,2023-02-02,2023-02-17,302
5505,3,2023-03-02,2023-03-20,307
5506,3,2023-01-06,2023-01-20,374
5507,3,2023-10-13,2023-10-17,725
5508,1,2023-01-01,2023-01-10,388
5509,2,2023-08-09,2023-08-21,407
5510,1,2023-09-25,2023-10-22,945
5511,3,2023-02-23,2023-03-04,41
5512,2,2023-11-05,2023-11-14,105
5513,3,2023-08-11,,761
5514,3,2023-03-03,2023-03-25,415
5515,3,2023-12-23,2024-01-07,69
5516,2,2023-05-07,2023-05-27,103
5517,3,2023-05-01,2023-05-11,890
5518,3,2023-11-28,2023-12-11,160
5519,1,2023-08-05,2023-08-15,465
5520,3,2023-09-29,2023-10-02,204
5521,1,2023-04-21,2023-04-22,526
5522,2,2023-03-02,2023-03-10,329
5523,3,2023-08-18,2023-09-13,918
5524,2,2023-05-09,2023-05-29,722
5525,1,2023-02-03,2023-02-06,928
5526,3,2023-11-27,2023-12-27,531
5527,2,2023-02-10,2023-02-12,318
5528,1,2023-11-14,2023-12-04,678
5529,1,2023-01-25,2023-02-14,737
5530,1,2023-03-06,2023-03-31,823
5531,1,2023-05-14,2023-05-29,1000
5532,1,2023-09-01,2023-09-10,494
5533,1,2023-09-11,2023-10-04,747
5534,2,2023-11-25,,645
5535,1,2023-04-05,2023-04-06,981
5536,1,2023-02-27,2023-03-09,688
5537,2,2023-05-25,2023-06-04,332
5538,2,2023-01-31,2023-02-21,499
5539,2,2023-09-25,2023-10-14,572
5540,1,2023-05-26,2023-06-25,900
5541,1,2023-01-17,2023-01-23,990
5542,3,2023-08-02,2023-08-13,545
5543,3,2023-03-27,2023-03-30,970
5544,3,2023-12-14,2023-12-23,39
5545,1,2023-09-24,2023-10-11,632
5546,3,2023-06-10,2023-06-20,789
5547,3,2023-07-06,2023-07-12,225
5548,2,2023-01-15,2023-01-28,365
5549,2,2023-10-14,,190
5550,1,2023-10-04,2023-10-31,153
5551,3,2023-08-22,2023-09-18,486
5552,1,2023-01-29,2023-02-09,456
5553,1,2023-11-07,,710
5554,2,2023-06-10,2023-07-05,918
5555,1,2023-04-15,2023-04-27,974
5556,2,2023-09-27,2023-10-21,855
5557,2,2023-06-29,2023-07-02,424
5558,1,2023-05-13,2023-05-18,987
5559,1,2023-08-07,2023-09-03,127
5560,1,2023-01-07,,436
5561,2,2023-12-21,2023-12-23,384
5562,3,2023-03-29,2023-04-23,199
5563,1,2023-02-03,,356
5564,2,2023-11-16,2023-11-29,756
5565,2,2023-02-26,2023-03-12,646
5566,1,2023-08-19,2023-09-09,476
5567,2,2023-05-18,2023-06-03,757
5568,2,2023-12-16,2024-01-08,335
5569,2,2023-06-13,2023-07-06,462
5570,1,2023-07-28,2023-08-08,858
5571,3,2023-09-06,2023-09-16,603
5572,2,2023-12-31,2024-01-27,361
5573,2,2023-12-14,2024-01-12,136
5574,1,2023-11-04,2023-11-20,426
5575,2,2023-11-28,2023-12-03,668
5576,3,2023-03-01,2023-03-27,563
5577,1,2023-09-26,2023-10-22,272
5578,3,2023-02-15,2023-02-18,281
5579,2,2023-01-11,2023-02-08,366
5580,3,2023-02-24,,745
5581,3,2023-09-19,2023-09-29,682
5582,3,2023-03-24,2023-04-01,778
5583,3,2023-06-13,2023-06-25,397
5584,1,2023-07-01,,337
5585,1,2023-09-30,,223
5586,1,2023-04-08,,343
5587,2,2023-08-17,2023-09-04,307
5588,1,2023-10-09,2023-10-18,884
5589,3,2023-06-17,2023-07-07,576
5590,1,2023-09-10,2023-09-21,991
5591,2,2023-05-31,2023-06-26,952
5592,2,2023-10-01,2023-10-15,590
5593,2,2023-10-07,2023-10-11,552
5594,2,2023-12-05,2023-12-18,847
5595,3,2023-05-21,2023-06-09,337
5596,2,2023-02-01,2023-02-24,46
5597,3,2023-01-11,2023-01-21,976
5598,2,2023-07-09,2023-07-16,254
5599,2,2023-04-02,2023-04-08,19
5600,3,2023-08-13,2023-08-26,236
5601,2,2023-08-12,2023-09-04,375
5602,3,2023-05-29,2023-06-17,110
5603,1,2023-11-10,2023-11-22,898
5604,1,2023-02-26,2023-03-03,910
5605,1,2023-09-20,2023-09-21,271
5606,2,2023-06-23,2023-07-09,205
5607,1,2023-05-05,2023-05-21,8
5608,2,2023-07-02,2023-07-19,941
5609,3,2023-09-05,2023-09-11,198
5610,2,2023-07-24,2023-07-30,610
5611,1,2023-03-12,2023-03-21,318
5612,2,2023-10-15,2023-11-04,481
5613,1,2023-04-30,2023-05-23,546
5614,2,2023-10-09,2023-10-14,858
5615,3,2023-06-03,2023-06-28,87
5616,1,2023-12-25,2024-01-22,149
5617,1,2023-01-09,2023-02-05,812
5618,3,2023-09-03,2023-09-19,283
5619,3,2023-09-29,2023-10-29,879
5620,3,2023-05-19,2023-05-22,169
5621,3,2023-01-08,2023-01-13,337
5622,2,2023-01-17,2023-01-19,623
5623,1,2023-06-02,2023-06-09,154
5624,2,2023-05-08,2023-05-09,766
5625,3,2023-03-03,2023-03-07,203
5626,3,2023-11-10,2023-11-22,219
5627,3,2023-07-11,2023-07-13,987
5628,3,2023-09-21,2023-10-08,653
5629,1,2023-12-10,2023-12-17,736
5630,3,2023-12-25,2024-01-14,966
5631,2,2023-10-15,2023-11-04,463
5632,3,2023-03-11,2023-03-27,299
5633,3,2023-12-25,2024-01-11,975
5634,3,2023-02-11,2023-02-27,795
5635,2,2023-08-14,2023-09-05,748
5636,3,2023-05-05,2023-05-07,883
5637,2,2023-03-20,2023-04-07,288
5638,3,2023-04-02,2023-04-28,291
5639,3,2023-03-24,2023-04-11,53
5640,1,2023-03-08,,371
5641,1,2023-02-11,2023-03-06,993
5642,3,2023-07-06,2023-07-12,23
5643,3,2023-07-03,2023-07-15,553
5644,2,2023-03-28,2023-04-24,170
5645,2,2023-11-26,2023-12-08,184
5646,2,2023-01-09,2023-01-10,374
5647,3,2023-11-26,2023-12-16,437
5648,3,2023-09-25,2023-10-25,249
5649,3,2023-09-16,2023-10-05,79
5650,1,2023-09-16,2023-09-30,825
5651,2,2023-12-24,2024-01-04,971
5652,3,2023-01-20,,762
5653,2,2023-05-03,2023-05-19,477
5654,2,2023-03-11,2023-03-25,809
5655,1,2023-06-27,,926
5656,3,2023-03-29,2023-04-19,761
5657,1,2023-12-24,2024-01-23,843
5658,1,2023-02-14,,129
5659,1,2023-07-14,2023-08-09,963
5660,1,2023-01-31,2023-02-24,272
5661,2,2023-06-22,2023-07-17,223
5662,2,2023-06-20,2023-07-02,644
5663,1,2023-06-08,2023-06-24,178
5664,3,2023-03-13,2023-03-29,556
5665,2,2023-09-17,2023-09-20,614
5666,1,2023-06-23,2023-07-05,769
5667,3,2023-12-20,2024-01-15,507
5668,1,2023-11-13,2023-12-12,588
5669,1,2023-07-13,2023-07-14,996
5670,1,2023-09-30,2023-10-21,103
5671,1,2023-07-25,2023-07-27,886
5672,3,2023-05-18,2023-06-09,194
5673,3,2023-09-07,2023-09-24,43
5674,3,2023-08-21,2023-09-13,40
5675,3,2023-08-13,2023-09-09,724
5676,2,2023-11-04,2023-11-23,612
5677,2,2023-03-28,,604
5678,1,2023-01-17,2023-01-23,137
5679,1,2023-02-27,2023-03-15,198
5680,2,2023-11-27,2023-12-08,525
5681,3,2023-02-27,2023-03-05,323
5682,3,2023-01-26,2023-02-15,187
5683,1,2023-05-12,,256
5684,3,2023-07-15,2023-07-19,896
5685,3,2023-09-27,,429
5686,1,2023-03-30,2023-04-28,753
5687,3,2023-09-02,2023-09-06,169
5688,2,2023-12-15,2023-12-16,708
5689,2,2023-03-17,2023-04-07,155
5690,1,2023-04-25,2023-05-06,478
5691,3,2023-02-12,2023-02-22,507
5692,1,2023-01-18,2023-01-27,150
5693,1,2023-08-31,,20
5694,1,2023-09-02,2023-09-23,419
5695,3,2023-05-05,2023-05-10,326
5696,1,2023-01-12,2023-02-05,3
5697,3,2023-02-10,2023-03-06,27
5698,3,2023-10-27,2023-11-06,654
5699,3,2023-12-14,2023-12-22,42
5700,1,2023-01-15,2023-01-17,89
5701,1,2023-12-18,2023-12-29,530
5702,2,2023-06-19,2023-07-14,809
5703,2,2023-12-10,2023-12-29,313
5704,1,2023-03-29,2023-03-31,240
5705,2,2023-10-06,2023-10-19,182
5706,2,2023-11-19,2023-11-23,398
5707,1,2023-11-15,2023-12-01,416
5708,3,2023-11-21,2023-12-03,748
5709,1,2023-03-01,2023-03-06,938
5710,3,2023-10-11,2023-10-15,553
5711,1,2023-11-06,2023-11-11,524
5712,2,2023-01-10,2023-01-13,587
5713,1,2023-04-12,2023-04-19,213
5714,3,2023-06-25,2023-07-02,652
5715,3,2023-04-26,,213
5716,2,2023-09-30,2023-10-11,382
5717,1,2023-07-04,2023-07-16,646
5718,2,2023-07-13,2023-08-01,766
5719,2,2023-04-20,2023-05-05,946
5720,1,2023-04-04,2023-04-10,90
5721,3,2023-09-10,2023-09-15,24
5722,1,2023-03-11,2023-04-02,988
5723,3,2023-10-30,2023-11-09,518
5724,1,2023-05-09,2023-05-30,82
5725,3,2023-06-21,2023-07-08,757
5726,3,2023-09-08,2023-09-26,497
5727,2,2023-12-09,2023-12-25,779
5728,3,2023-01-21,2023-02-15,659
5729,2,2023-12-24,2024-01-05,520
5730,1,2023-09-12,2023-09-13,8
5731,3,2023-04-28,2023-05-10,945
5732,2,2023-07-24,,946
5733,2,2023-01-21,2023-02-13,186
5734,3,2023-07-27,2023-08-03,894
5735,2,2023-08-21,,832
